70.604397	79.564011
N_steps             : 20001
error(proposed)     : 70.604397
error(original)     : 79.564011
A01_Estimator_Total_Time                           : 1087.197459
A02_Estimator_Setup_Time                           : 4.458352
A03_Estimator_Solving_Time                         : 974.572765
A04_Estimator_Filtering_Process_Time               : 3.654760
A05_Estimator_KF_Process_Time                      : 102.865026
A06_Solver_PMSs_Solving_Time                       : 944.322127
B01_Number_of_PMSs                                 : 23.112112
B02_Number_of_Filtered_PMSs                        : 8.301866
B03_Number_of_PMSs_to_KF                           : 8.301866
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000600
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000600
D01_Number_of_Reflections(sim)                     : 0.814648
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.001801
F01_Number_of_Failed_Timesteps                     : 0.000600
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 70.604397
G02_Estimation_Error_Reference(sim)                : 79.564011
G03_Estimation_Error_Except_Fail                   : 70.604397
G04_Estimation_Error_Except_Fail_Ref               : 79.564011
G05_Estimation_Error_Except_Strict_Fail            : 70.604397
G06_Estimation_Error_Except_Strict_Fail_Ref        : 79.564011
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
