47.338514	41.970127
N_steps             : 20001
error(proposed)     : 47.338514
error(original)     : 41.970127
A01_Estimator_Total_Time                           : 3012.803951
A02_Estimator_Setup_Time                           : 4.016228
A03_Estimator_Solving_Time                         : 2885.270890
A04_Estimator_Filtering_Process_Time               : 11.908880
A05_Estimator_KF_Process_Time                      : 109.252192
A06_Solver_PMSs_Solving_Time                       : 2800.352585
B01_Number_of_PMSs                                 : 61.170699
B02_Number_of_Filtered_PMSs                        : 7.497077
B03_Number_of_PMSs_to_KF                           : 7.497077
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.008013
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.008013
D01_Number_of_Reflections(sim)                     : 1.225381
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.032053
F01_Number_of_Failed_Timesteps                     : 0.007950
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 47.338514
G02_Estimation_Error_Reference(sim)                : 41.970127
G03_Estimation_Error_Except_Fail                   : 47.338514
G04_Estimation_Error_Except_Fail_Ref               : 41.970127
G05_Estimation_Error_Except_Strict_Fail            : 47.338514
G06_Estimation_Error_Except_Strict_Fail_Ref        : 41.970127
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
