50.069389	90.570946
N_steps             : 20001
error(proposed)     : 50.069389
error(original)     : 90.570946
A01_Estimator_Total_Time                           : 1503.864123
A02_Estimator_Setup_Time                           : 3.716849
A03_Estimator_Solving_Time                         : 1425.385679
A04_Estimator_Filtering_Process_Time               : 5.387842
A05_Estimator_KF_Process_Time                      : 67.711097
A06_Solver_PMSs_Solving_Time                       : 1384.918791
B01_Number_of_PMSs                                 : 28.033402
B02_Number_of_Filtered_PMSs                        : 4.510897
B03_Number_of_PMSs_to_KF                           : 4.510897
C01_Number_of_Selection_Fail_Timesteps             : 0.047702
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.007704
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.007704
D01_Number_of_Reflections(sim)                     : 0.735687
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.926758
F01_Number_of_Failed_Timesteps                     : 0.052497
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 50.069389
G02_Estimation_Error_Reference(sim)                : 90.570946
G03_Estimation_Error_Except_Fail                   : 40.967132
G04_Estimation_Error_Except_Fail_Ref               : 79.958398
G05_Estimation_Error_Except_Strict_Fail            : 39.865916
G06_Estimation_Error_Except_Strict_Fail_Ref        : 78.499222
H01_Reception_Fails(<3)                            : 0.045198
H02_Reception_Fails_Ref.(<3)                       : 0.045198
H03_Strict_Reception_Fails(<_NV)                   : 0.143793
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.143793
